route_id,schd_trip_id,stop_id,stop_sequence,arrival_time,schd_sec,trip_id,event_time,avl_sec,diff,index
20,910043020,15279,47,08:23:54,30234,910043020,2019-09-04 08:28:04,30484.000000000004,250.00000000000364,2173.0
20,910043020,15279,47,08:23:54,30234,910043020,2019-09-05 08:24:53,116693.0,86459.0,2174.0
20,910043020,15279,47,08:23:54,30234,910043020,2019-09-06 08:26:03,203163.0,172929.0,2175.0
20,910043020,15364,37,08:16:01,29761,910043020,2019-09-03 08:22:25,30145.0,384.0,2176.0
20,910043020,15364,37,08:16:01,29761,910043020,2019-09-04 08:17:29,29849.000000000004,88.00000000000364,2177.0
20,910043020,15364,37,08:16:01,29761,910043020,2019-09-05 08:15:58,116158.0,86397.0,2178.0
20,910043020,15364,37,08:16:01,29761,910043020,2019-09-06 08:17:26,202646.0,172885.0,2179.0
20,910043020,15384,39,08:17:42,29862,910043020,2019-09-03 08:24:33,30273.0,411.0,2180.0
20,910043020,15384,39,08:17:42,29862,910043020,2019-09-04 08:19:46,29986.000000000004,124.00000000000364,2181.0
20,910043020,15384,39,08:17:42,29862,910043020,2019-09-05 08:17:23,116243.0,86381.0,2182.0
20,910043020,15384,39,08:17:42,29862,910043020,2019-09-06 08:19:16,202756.0,172894.0,2183.0
20,910043020,15848,18,08:00:47,28847,910043020,2019-09-03 08:02:12,28932.0,85.0,2184.0
20,910043020,15848,18,08:00:47,28847,910043020,2019-09-04 07:57:19,28639.0,-208.0,2185.0
20,910043020,15848,18,08:00:47,28847,910043020,2019-09-05 08:00:22,115222.0,86375.0,2186.0
20,910043020,15848,18,08:00:47,28847,910043020,2019-09-06 08:02:00,201720.0,172873.0,2187.0
20,910043020,15852,21,08:03:38,29018,910043020,2019-09-03 08:05:03,29103.0,85.0,2188.0
20,910043020,15852,21,08:03:38,29018,910043020,2019-09-04 07:59:35,28775.0,-243.0,2189.0
20,910043020,15852,21,08:03:38,29018,910043020,2019-09-05 08:02:19,115339.0,86321.0,2190.0
20,910043020,15852,21,08:03:38,29018,910043020,2019-09-06 08:04:49,201889.0,172871.0,2191.0
20,910043020,16049,48,08:24:46,30286,910043020,2019-09-03 08:33:48,30828.0,542.0,2192.0
