route_id,schd_trip_id,stop_id,stop_sequence,arrival_time,schd_sec,trip_id,event_time,avl_sec,diff
20,911240020,15384,39,06:13:24,22404,911240020,2019-09-06 06:31:50,196310.0,173906.0
20,911316020,16088,35,06:30:58,23458,911316020,2019-09-06 06:31:52,196312.0,172854.0
20,911411030,406,19,06:30:17,23417,911411030,2019-09-06 06:31:59,196319.0,172902.0
20,911240020,427,40,06:13:51,22431,911240020,2019-09-06 06:32:18,196338.0,173907.0
20,910504020,397,11,06:33:00,23580,910504020,2019-09-06 06:32:25,196345.0,172765.0
20,911316020,423,36,06:31:33,23493,911316020,2019-09-06 06:32:40,196360.0,172867.0
20,911240020,428,41,06:14:28,22468,911240020,2019-09-06 06:33:06,196386.0,173918.0
20,911411030,14500,20,06:31:00,23460,911411030,2019-09-06 06:33:23,196403.0,172943.0
20,910504020,17169,12,06:33:39,23619,910504020,2019-09-06 06:33:23,196403.0,172784.0
20,911240020,429,42,06:15:01,22501,911240020,2019-09-06 06:33:38,196418.0,173917.0
20,911240020,430,43,06:15:41,22541,911240020,2019-09-06 06:33:58,196438.0,173897.0
20,910504020,17162,13,06:34:30,23670,910504020,2019-09-06 06:34:05,196445.0,172775.0
20,911411030,15852,21,06:31:51,23511,911411030,2019-09-06 06:34:09,196449.0,172938.0
20,911316020,15364,37,06:32:08,23528,911316020,2019-09-06 06:34:15,196455.0,172927.0
20,911240020,431,44,06:16:16,22576,911240020,2019-09-06 06:34:21,196461.0,173885.0
20,911240020,4727,45,06:16:35,22595,911240020,2019-09-06 06:34:46,196486.0,173891.0
20,910504020,14959,14,06:35:30,23730,910504020,2019-09-06 06:35:04,196504.0,172774.0
20,911240020,432,46,06:17:00,22620,911240020,2019-09-06 06:35:17,196517.0,173897.0
20,911316020,425,38,06:32:46,23566,911316020,2019-09-06 06:35:27,196527.0,172961.0
20,910504020,402,15,06:36:08,23768,910504020,2019-09-06 06:35:47,196547.0,172779.0
20,911316020,15384,39,06:33:24,23604,911316020,2019-09-06 06:35:56,196556.0,172952.0
20,910504020,403,16,06:36:55,23815,910504020,2019-09-06 06:36:09,196569.0,172754.0
20,911411030,409,22,06:32:30,23550,911411030,2019-09-06 06:36:16,196576.0,173026.0
20,911316020,427,40,06:33:51,23631,911316020,2019-09-06 06:36:17,196577.0,172946.0
20,911240020,15279,47,06:18:03,22683,911240020,2019-09-06 06:36:31,196591.0,173908.0
20,910504020,17163,17,06:37:55,23875,910504020,2019-09-06 06:36:39,196599.0,172724.0
20,911316020,428,41,06:34:28,23668,911316020,2019-09-06 06:36:52,196612.0,172944.0
20,911411030,18047,23,06:33:22,23602,911411030,2019-09-06 06:36:54,196614.0,173012.0
20,911240020,16049,48,06:18:42,22722,911240020,2019-09-06 06:36:54,196614.0,173892.0
20,911316020,429,42,06:35:01,23701,911316020,2019-09-06 06:37:19,196639.0,172938.0
20,910504020,15848,18,06:38:42,23922,910504020,2019-09-06 06:37:27,196647.0,172725.0
20,911316020,430,43,06:35:41,23741,911316020,2019-09-06 06:37:42,196662.0,172921.0
20,911240020,435,49,06:19:31,22771,911240020,2019-09-06 06:37:42,196662.0,173891.0
20,911878020,386,1,06:42:00,24120,911878020,2019-09-06 06:37:49,196669.0,172549.0
20,910504020,406,19,06:39:17,23957,910504020,2019-09-06 06:37:51,196671.0,172714.0
20,911411030,17841,24,06:34:15,23655,911411030,2019-09-06 06:38:12,196692.0,173037.0
20,911240020,436,50,06:20:21,22821,911240020,2019-09-06 06:38:25,196705.0,173884.0
20,911316020,431,44,06:36:16,23776,911316020,2019-09-06 06:38:30,196710.0,172934.0
20,911316020,4727,45,06:36:35,23795,911316020,2019-09-06 06:38:46,196726.0,172931.0
20,910504020,14500,20,06:40:00,24000,910504020,2019-09-06 06:38:49,196729.0,172729.0
20,911411030,412,25,06:35:05,23705,911411030,2019-09-06 06:39:13,196753.0,173048.0
20,911316020,432,46,06:37:00,23820,911316020,2019-09-06 06:39:19,196759.0,172939.0
20,911240020,437,51,06:21:03,22863,911240020,2019-09-06 06:39:23,196763.0,173900.0
20,911411030,413,26,06:35:38,23738,911411030,2019-09-06 06:39:36,196776.0,173038.0
20,911316020,15279,47,06:38:03,23883,911316020,2019-09-06 06:40:01,196801.0,172918.0
20,911240020,14647,52,06:21:45,22905,911240020,2019-09-06 06:40:20,196820.0,173915.0
20,911316020,16049,48,06:38:42,23922,911316020,2019-09-06 06:40:26,196826.0,172904.0
20,910504020,15852,21,06:40:51,24051,910504020,2019-09-06 06:40:27,196827.0,172776.0
20,911411030,14764,27,06:36:26,23786,911411030,2019-09-06 06:40:32,196832.0,173046.0
20,911240020,439,53,06:22:14,22934,911240020,2019-09-06 06:40:48,196848.0,173914.0
20,911316020,435,49,06:39:31,23971,911316020,2019-09-06 06:40:57,196857.0,172886.0
20,910504020,409,22,06:41:30,24090,910504020,2019-09-06 06:41:03,196863.0,172773.0
20,911411030,415,28,06:36:56,23816,911411030,2019-09-06 06:41:04,196864.0,173048.0
20,911316020,436,50,06:40:21,24021,911316020,2019-09-06 06:41:21,196881.0,172860.0
20,911240020,440,54,06:23:00,22980,911240020,2019-09-06 06:41:37,196897.0,173917.0
20,911411030,416,29,06:37:30,23850,911411030,2019-09-06 06:41:41,196901.0,173051.0
20,910504020,18047,23,06:42:22,24142,910504020,2019-09-06 06:41:55,196915.0,172773.0
20,911316020,437,51,06:41:03,24063,911316020,2019-09-06 06:41:59,196919.0,172856.0
20,911411030,417,30,06:38:13,23893,911411030,2019-09-06 06:42:07,196927.0,173034.0
20,911240020,12754,55,06:23:37,23017,911240020,2019-09-06 06:42:16,196936.0,173919.0
20,910504020,17841,24,06:43:15,24195,910504020,2019-09-06 06:42:26,196946.0,172751.0
20,911411030,15185,31,06:38:42,23922,911411030,2019-09-06 06:42:30,196950.0,173028.0
20,911316020,14647,52,06:41:45,24105,911316020,2019-09-06 06:42:59,196979.0,172874.0
20,910504020,412,25,06:44:05,24245,910504020,2019-09-06 06:43:09,196989.0,172744.0
20,911411030,16110,32,06:39:12,23952,911411030,2019-09-06 06:43:16,196996.0,173044.0
20,911240020,442,56,06:24:57,23097,911240020,2019-09-06 06:43:21,197001.0,173904.0
20,911316020,439,53,06:42:14,24134,911316020,2019-09-06 06:43:25,197005.0,172871.0
20,910504020,413,26,06:44:38,24278,910504020,2019-09-06 06:43:34,197014.0,172736.0
20,911240020,443,57,06:25:53,23153,911240020,2019-09-06 06:43:48,197028.0,173875.0
20,911878020,388,2,06:42:41,24161,911878020,2019-09-06 06:43:53,197033.0,172872.0
20,911316020,440,54,06:43:00,24180,911316020,2019-09-06 06:44:18,197058.0,172878.0
20,911411030,420,33,06:39:42,23982,911411030,2019-09-06 06:44:20,197060.0,173078.0
20,911878020,389,3,06:43:08,24188,911878020,2019-09-06 06:44:39,197079.0,172891.0
20,911316020,12754,55,06:43:37,24217,911316020,2019-09-06 06:44:41,197081.0,172864.0
20,910504020,14764,27,06:45:26,24326,910504020,2019-09-06 06:44:43,197083.0,172757.0
20,911411030,421,34,06:40:03,24003,911411030,2019-09-06 06:44:48,197088.0,173085.0
20,911411030,16088,35,06:40:28,24028,911411030,2019-09-06 06:45:01,197101.0,173073.0
20,911878020,390,4,06:43:36,24216,911878020,2019-09-06 06:45:10,197110.0,172894.0
20,911240020,445,58,06:28:14,23294,911240020,2019-09-06 06:45:11,197111.0,173817.0
20,910504020,415,28,06:45:56,24356,910504020,2019-09-06 06:45:14,197114.0,172758.0
20,911878020,391,5,06:44:03,24243,911878020,2019-09-06 06:45:28,197128.0,172885.0
20,911411030,423,36,06:41:03,24063,911411030,2019-09-06 06:45:29,197129.0,173066.0
20,910504020,416,29,06:46:30,24390,910504020,2019-09-06 06:45:40,197140.0,172750.0
20,911240020,446,59,06:29:47,23387,911240020,2019-09-06 06:45:43,197143.0,173756.0
20,911316020,442,56,06:44:57,24297,911316020,2019-09-06 06:45:48,197148.0,172851.0
20,911878020,14956,6,06:44:41,24281,911878020,2019-09-06 06:46:07,197167.0,172886.0
20,911878020,393,7,06:44:54,24294,911878020,2019-09-06 06:46:27,197187.0,172893.0
20,910504020,417,30,06:47:13,24433,910504020,2019-09-06 06:46:29,197189.0,172756.0
20,911411030,15364,37,06:41:38,24098,911411030,2019-09-06 06:46:38,197198.0,173100.0
20,911878020,394,8,06:45:18,24318,911878020,2019-09-06 06:46:38,197198.0,172880.0
20,910504020,15185,31,06:47:42,24462,910504020,2019-09-06 06:46:50,197210.0,172748.0
20,911878020,395,9,06:45:53,24353,911878020,2019-09-06 06:46:52,197212.0,172859.0
20,911240020,18122,60,06:31:07,23467,911240020,2019-09-06 06:46:59,197219.0,173752.0
20,910504020,16110,32,06:48:12,24492,910504020,2019-09-06 06:47:18,197238.0,172746.0
20,911878020,396,10,06:46:27,24387,911878020,2019-09-06 06:47:18,197238.0,172851.0
20,911411030,425,38,06:42:16,24136,911411030,2019-09-06 06:47:41,197261.0,173125.0
20,910504020,420,33,06:48:42,24522,910504020,2019-09-06 06:47:47,197267.0,172745.0
20,911364020,386,1,06:48:00,24480,911364020,2019-09-06 06:47:53,197273.0,172793.0
20,911878020,397,11,06:47:08,24428,911878020,2019-09-06 06:47:57,197277.0,172849.0
20,911411030,15384,39,06:42:54,24174,911411030,2019-09-06 06:48:08,197288.0,173114.0
20,910504020,421,34,06:49:03,24543,910504020,2019-09-06 06:48:11,197291.0,172748.0
20,911316020,443,57,06:45:53,24353,911316020,2019-09-06 06:48:20,197300.0,172947.0
20,910504020,16088,35,06:49:28,24568,910504020,2019-09-06 06:48:25,197305.0,172737.0
20,911364020,388,2,06:48:41,24521,911364020,2019-09-06 06:48:35,197315.0,172794.0
20,911878020,17169,12,06:47:53,24473,911878020,2019-09-06 06:48:38,197318.0,172845.0
20,911411030,427,40,06:43:21,24201,911411030,2019-09-06 06:48:40,197320.0,173119.0
20,911240020,448,61,06:33:00,23580,911240020,2019-09-06 06:48:43,197323.0,173743.0
20,910504020,423,36,06:50:03,24603,910504020,2019-09-06 06:48:49,197329.0,172726.0
20,911364020,389,3,06:49:08,24548,911364020,2019-09-06 06:49:01,197341.0,172793.0
20,911878020,17162,13,06:48:51,24531,911878020,2019-09-06 06:49:22,197362.0,172831.0
20,911364020,390,4,06:49:36,24576,911364020,2019-09-06 06:49:29,197369.0,172793.0
20,910504020,15364,37,06:50:38,24638,910504020,2019-09-06 06:49:35,197375.0,172737.0
20,911411030,428,41,06:43:58,24238,911411030,2019-09-06 06:49:35,197375.0,173137.0
20,911364020,391,5,06:50:03,24603,911364020,2019-09-06 06:49:47,197387.0,172784.0
20,911316020,445,58,06:48:14,24494,911316020,2019-09-06 06:49:51,197391.0,172897.0
20,911411030,429,42,06:44:31,24271,911411030,2019-09-06 06:50:05,197405.0,173134.0
20,910504020,425,38,06:51:16,24676,910504020,2019-09-06 06:50:15,197415.0,172739.0
20,911411030,430,43,06:45:11,24311,911411030,2019-09-06 06:50:23,197423.0,173112.0
20,911364020,14956,6,06:50:41,24641,911364020,2019-09-06 06:50:34,197434.0,172793.0
