date,trip_id,block_id,stop_sequence,stop_id,avl_arr_sec,avl_dep_sec,schd_sec,route_type
25,910939020,899102,23,386,27238.0,27519.0,27330,2
25,910579020,899102,1,386,27535.0,27587.0,27510,0
25,910042020,899602,23,386,27841.0,27979.0,27870,2
25,911382020,907002,63,386,28178.0,28178.0,27900,1
25,910043020,899602,1,386,27983.0,27993.0,28050,0
25,911317020,897302,63,386,28663.0,28677.0,28500,1
25,911951020,887802,1,15136,28549.0,28576.0,28500,2
25,911971020,887702,23,386,28646.0,28646.0,28680,2
25,911972020,887702,1,386,28754.0,28754.0,28860,0
25,911318020,897302,1,386,28713.0,29177.0,29160,0
25,911951020,887802,23,386,29360.0,29537.0,29340,2
25,911953020,887802,1,386,29559.0,29559.0,29520,0
25,911004030,899503,67,8613,31344.0,31344.0,30690,0
25,911457020,907902,67,8613,31569.0,31569.0,30960,0
25,910579020,899102,67,8613,32122.0,32122.0,31230,0
25,911005030,899503,1,8613,31385.0,31385.0,31290,1
25,911242020,907802,67,8613,32192.0,32192.0,31500,0
25,911458020,907902,1,8613,31576.0,31576.0,31530,1
25,910992020,899102,1,8613,32144.0,32144.0,31770,1
25,911243020,907802,1,8613,32206.0,32206.0,32010,1
25,911933020,887902,67,8613,32561.0,32561.0,32040,0
25,910040020,899602,1,8613,32282.0,32282.0,32280,1
25,911386020,907002,67,8613,33008.0,33008.0,32310,0
25,911930020,887902,1,8613,32572.0,32572.0,32550,1
25,911972020,887702,67,8613,33112.0,33112.0,32580,0
25,911387020,907002,1,8613,33034.0,33034.0,32820,1
25,911318020,897302,67,8613,33634.0,33634.0,32880,0
25,911953020,887802,67,8613,33742.0,33742.0,33240,0
25,911321020,897302,1,8613,33645.0,33645.0,33390,1
25,911954020,887802,1,8613,33787.0,33787.0,33750,1
25,911458020,907902,63,386,34586.0,34619.0,34530,1
25,911243020,907802,63,386,35675.0,35686.0,35010,1
25,911455020,907902,1,386,34839.0,35161.0,35100,0
25,911930020,887902,63,386,35970.0,36454.0,35550,1
25,911244020,907802,1,386,35696.0,35696.0,35700,0
25,911321020,897302,63,386,36837.0,36866.0,36390,1
26,911239020,907802,1,15136,20081.0,20081.0,20100,2
26,911000030,899503,1,386,20138.0,20228.0,20220,0
26,911385020,907002,63,386,21426.0,21427.0,20760,1
26,911239020,907802,23,386,20824.0,20830.0,20820,2
26,911240020,907802,1,386,20919.0,20919.0,21000,0
26,911315020,897302,1,15136,21279.0,21279.0,21300,2
26,911381020,907002,1,386,21464.0,21570.0,21600,0
26,911315020,897302,23,386,22302.0,22302.0,22020,2
26,911316020,897302,1,386,22315.0,22315.0,22200,0
26,911000030,899503,67,8613,23460.0,23460.0,23040,0
26,911003030,899503,1,8613,23471.0,23471.0,23520,1
26,911240020,907802,67,8613,24397.0,24397.0,23820,0
26,911241020,907802,1,8613,24406.0,24406.0,24300,1
26,911381020,907002,67,8613,24487.0,24907.0,24420,0
26,911382020,907002,1,8613,24922.0,24922.0,24900,1
26,911316020,897302,67,8613,25182.0,25543.0,25020,0
26,911003030,899503,63,386,26849.0,26946.0,26280,1
26,911452020,907902,1,15136,26467.0,26467.0,26280,2
26,910939020,899102,1,15136,26537.0,26573.0,26550,2
26,911004030,899503,1,386,26960.0,26960.0,26970,0
26,910042020,899602,1,15136,27042.0,27076.0,27030,2
26,911452020,907902,23,386,27182.0,27332.0,27060,2
26,911241020,907802,63,386,27201.0,27230.0,27180,1
26,911457020,907902,1,386,27346.0,27346.0,27240,0
26,910939020,899102,23,386,27404.0,27404.0,27330,2
26,910579020,899102,1,386,27498.0,27498.0,27510,0
26,911242020,907802,1,386,27813.0,27874.0,27780,0
26,911971020,887702,1,15136,27825.0,27868.0,27840,2
26,910042020,899602,23,386,27912.0,28024.0,27870,2
26,910043020,899602,1,386,28041.0,28041.0,28050,0
26,911317020,897302,63,386,28877.0,28899.0,28500,1
26,911951020,887802,1,15136,28492.0,28519.0,28500,2
26,911386020,907002,1,386,28508.0,28516.0,28590,0
26,911971020,887702,23,386,28815.0,28934.0,28680,2
26,911972020,887702,1,386,28954.0,28954.0,28860,0
26,911951020,887802,23,386,29435.0,29512.0,29340,2
26,911953020,887802,1,386,29524.0,29524.0,29520,0
26,911004030,899503,67,8613,31238.0,31238.0,30690,0
26,911457020,907902,67,8613,31657.0,31657.0,30960,0
26,911005030,899503,1,8613,31252.0,31260.0,31290,1
26,911242020,907802,67,8613,32001.0,32001.0,31500,0
26,911458020,907902,1,8613,31670.0,31670.0,31530,1
26,910043020,899602,67,8613,32130.0,32273.0,31770,0
26,910992020,899102,1,8613,31973.0,31973.0,31770,1
26,911243020,907802,1,8613,32020.0,32020.0,32010,1
26,910040020,899602,1,8613,32298.0,32298.0,32280,1
26,911930020,887902,1,8613,32551.0,32551.0,32550,1
26,911387020,907002,1,8613,32927.0,32927.0,32820,1
26,911318020,897302,67,8613,33525.0,33531.0,32880,0
26,911973020,887702,1,8613,33231.0,33231.0,33090,1
26,911953020,887802,67,8613,33978.0,33978.0,33240,0
26,911954020,887802,1,8613,34008.0,34008.0,33750,1
26,911458020,907902,63,386,34301.0,35184.0,34530,1
26,911455020,907902,1,386,35206.0,35206.0,35100,0
26,911930020,887902,63,386,35970.0,35982.0,35550,1
26,911244020,907802,1,386,35707.0,35707.0,35700,0
26,911321020,897302,63,386,37049.0,37049.0,36390,1
27,911385020,907002,1,8613,18051.0,18051.0,18000,1
27,911239020,907802,1,15136,20155.0,20155.0,20100,2
27,911000030,899503,1,386,20134.0,20194.0,20220,0
27,911385020,907002,63,386,20899.0,20910.0,20760,1
27,911239020,907802,23,386,20933.0,20956.0,20820,2
27,911240020,907802,1,386,20966.0,20966.0,21000,0
27,911315020,897302,1,15136,21255.0,21255.0,21300,2
27,911381020,907002,1,386,21315.0,21642.0,21600,0
27,911316020,897302,1,386,21912.0,21912.0,22200,0
27,911000030,899503,67,8613,23033.0,23047.0,23040,0
27,911003030,899503,1,8613,23272.0,23272.0,23520,1
27,911241020,907802,1,8613,24139.0,24139.0,24300,1
27,911381020,907002,67,8613,24761.0,24779.0,24420,0
27,911382020,907002,1,8613,24833.0,24833.0,24900,1
27,911316020,897302,67,8613,25113.0,25113.0,25020,0
27,911317020,897302,1,8613,25701.0,25701.0,25500,1
27,911003030,899503,63,386,26756.0,26783.0,26280,1
27,911452020,907902,1,15136,26510.0,26510.0,26280,2
27,910939020,899102,1,15136,26521.0,26531.0,26550,2
27,911004030,899503,1,386,26877.0,26877.0,26970,0
27,911452020,907902,23,386,27054.0,27060.0,27060,2
27,911241020,907802,63,386,27331.0,27357.0,27180,1
27,911457020,907902,1,386,27532.0,27563.0,27240,0
27,910529020,887902,1,15136,27341.0,27341.0,27300,2
27,910939020,899102,23,386,27506.0,27528.0,27330,2
27,910579020,899102,1,386,27565.0,27567.0,27510,0
27,911242020,907802,1,386,27638.0,27697.0,27780,0
27,911971020,887702,1,15136,27860.0,27860.0,27840,2
27,910042020,899602,23,386,27916.0,27932.0,27870,2
27,911382020,907002,63,386,28164.0,28357.0,27900,1
27,910043020,899602,1,386,27947.0,28015.0,28050,0
27,910529020,887902,23,386,28096.0,28308.0,28140,2
27,911933020,887902,1,386,28352.0,28359.0,28320,0
27,911317020,897302,63,386,29509.0,29509.0,28500,1
27,911951020,887802,1,15136,28510.0,28524.0,28500,2
27,911386020,907002,1,386,28382.0,28547.0,28590,0
27,911971020,887702,23,386,28680.0,28692.0,28680,2
27,911972020,887702,1,386,28770.0,28770.0,28860,0
27,911951020,887802,23,386,29266.0,29533.0,29340,2
27,911953020,887802,1,386,29565.0,29565.0,29520,0
27,911004030,899503,67,8613,31344.0,31344.0,30690,0
27,911457020,907902,67,8613,31575.0,31575.0,30960,0
27,910579020,899102,67,8613,31750.0,31750.0,31230,0
27,911005030,899503,1,8613,31372.0,31372.0,31290,1
27,911242020,907802,67,8613,31950.0,31950.0,31500,0
27,911458020,907902,1,8613,31625.0,31625.0,31530,1
27,910043020,899602,67,8613,32316.0,32316.0,31770,0
27,910992020,899102,1,8613,31778.0,31778.0,31770,1
27,911243020,907802,1,8613,31962.0,31962.0,32010,1
27,911933020,887902,67,8613,32355.0,32355.0,32040,0
27,910040020,899602,1,8613,32333.0,32333.0,32280,1
27,911386020,907002,67,8613,32826.0,32826.0,32310,0
27,911930020,887902,1,8613,32369.0,32381.0,32550,1
27,911972020,887702,67,8613,32672.0,33030.0,32580,0
27,911387020,907002,1,8613,32834.0,32834.0,32820,1
27,911973020,887702,1,8613,33050.0,33050.0,33090,1
27,911953020,887802,67,8613,33869.0,33869.0,33240,0
27,911321020,897302,1,8613,33747.0,33747.0,33390,1
27,911458020,907902,63,386,34828.0,35113.0,34530,1
27,911243020,907802,63,386,34985.0,35167.0,35010,1
27,911455020,907902,1,386,35135.0,35135.0,35100,0
27,911930020,887902,63,386,36293.0,36461.0,35550,1
27,911244020,907802,1,386,35207.0,35646.0,35700,0
27,911321020,897302,63,386,36888.0,36901.0,36390,1
27,911954020,887802,63,386,36817.0,37381.0,36750,1
