trip_id,stop_id,arr_t,dep_t,pax_load,ons,offs,denied,hold_time,skipped,replication
911004030,386,7:29:30,7:29:43,6,6,0,0,0,0,1
911004030,388,7:30:19,7:30:33,10,4,0,0,0,0,1
911004030,389,7:30:51,7:30:51,10,0,0,0,0,0,1
911004030,390,7:31:11,7:31:19,12,2,0,0,0,0,1
911004030,391,7:31:41,7:31:50,14,2,0,0,0,0,1
911004030,14956,7:32:13,7:32:24,16,3,1,0,0,0,1
911004030,393,7:32:44,7:32:44,16,0,0,0,0,0,1
911004030,394,7:33:05,7:33:12,15,0,1,0,0,0,1
911004030,395,7:33:29,7:33:29,15,0,0,0,0,0,1
911004030,396,7:33:58,7:34:13,19,4,0,0,0,0,1
911004030,397,7:34:51,7:34:58,19,1,1,0,0,0,1
911004030,17169,7:35:25,7:35:32,17,0,2,0,0,0,1
911004030,17162,7:36:18,7:36:27,19,2,0,0,0,0,1
911004030,14959,7:37:57,7:38:05,18,1,2,0,0,0,1
911004030,402,7:38:36,7:38:36,18,0,0,0,0,0,1
911004030,403,7:38:58,7:38:58,18,0,0,0,0,0,1
911004030,17163,7:39:51,7:39:59,19,1,0,0,0,0,1
911004030,15848,7:40:48,7:40:56,21,2,0,0,0,0,1
911004030,406,7:41:41,7:41:49,19,0,2,0,0,0,1
911004030,14500,7:42:26,7:42:26,19,0,0,0,0,0,1
911004030,15852,7:43:10,7:43:19,21,2,0,0,0,0,1
911004030,409,7:43:38,7:43:47,18,1,4,0,0,0,1
911004030,18047,7:44:23,7:44:23,18,0,0,0,0,0,1
911004030,17841,7:45:05,7:45:05,18,0,0,0,0,0,1
911004030,412,7:45:45,7:45:51,17,0,1,0,0,0,1
911004030,413,7:46:20,7:46:20,17,0,0,0,0,0,1
911004030,14764,7:47:14,7:47:20,16,0,1,0,0,0,1
911004030,415,7:47:49,7:47:49,16,0,0,0,0,0,1
911004030,416,7:48:24,7:48:37,9,0,7,0,0,0,1
911004030,417,7:49:07,7:49:14,10,1,0,0,0,0,1
911004030,15185,7:49:36,7:49:42,11,1,0,0,0,0,1
911004030,16110,7:50:20,7:50:28,11,1,1,0,0,0,1
911004030,420,7:51:34,7:51:34,11,0,0,0,0,0,1
911004030,421,7:51:54,7:52:44,11,0,0,0,50,0,1
911004030,16088,7:53:05,7:53:05,11,0,0,0,0,0,1
911004030,423,7:53:46,7:53:46,11,0,0,0,0,0,1
911004030,15364,7:55:26,7:55:32,9,0,2,0,0,0,1
911004030,425,7:56:34,7:56:34,9,0,0,0,0,0,1
911004030,15384,7:57:16,7:57:16,9,0,0,0,0,0,1
911004030,427,7:57:39,7:57:46,10,2,1,0,0,0,1
911004030,428,7:58:28,7:58:36,7,0,3,0,0,0,1
